Symbol,MarketPrice,FiftyTwoWeekLow,FiftyTwoWeekHigh,MarketCap,SharesOutstanding,TrailingPE,ForwardPE,EPSTrailingTwelveMonths,ForwardEPS,FiftyDayAverage,TwoHundredDayAverage
COKE,1382.86,800.76,1460.92,12114793472,7755980,23.962225,35.512585,57.71,38.94,1315.0416,1208.2422
COLB,26.51,17.08,32.85,5554799616,209536000,10.396079,9.782288,2.55,2.71,27.9118,25.1382
COLD,22.09,20.41,30.45,6301548032,284264992,nan,48.02174,-0.33,0.46,21.714,25.3714
COLM,90.74,73.04,92.09,5189828608,57194500,23.753927,21.200933,3.82,4.28,85.7866,82.6599
COMM,5.01,0.86,7.19,1087615872,215879008,nan,6.2625003,-2.96,0.8,5.3302,3.9919
COMP,8.98,2.89,10.25,4954418176,535958016,nan,224.5,-0.31,0.04,6.8186,5.501
CON,22.96,18.89,24.805,2923818240,127344000,24.16842,18.368,0.95,1.25,21.494,21.794584
COO,88.48,84.76,112.38,17692194816,199956992,45.142857,21.686275,1.96,4.08,93.7692,97.35275
COOP,110.51,70.01,110.9681,7028435968,63600000,10.844947,8.204158,10.19,13.47,100.1704,91.73205
COP,97.94,94.23,135.18,124616900608,1272380032,12.540334,12.196763,7.81,8.03,100.4248,108.51095
COR,241.43,214.77,262.26,46768128000,193712992,34.196884,14.757334,7.06,16.36,239.521,234.22916
CORT,63.54,20.84,75.0,6657403392,104775000,50.428574,36.30857,1.26,1.75,59.2236,44.08295
CORZ,10.8,2.61,18.629,3015932416,279252992,nan,34.83871,-4.23,0.31,13.9742,11.478325
CORZW,5.58,5.55,6.75,nan,nan,nan,nan,nan,nan,nan,nan
CORZZ,10.835,10.78,12.42,nan,nan,nan,nan,nan,nan,nan,nan
COST,1035.03,697.27,1078.23,459448811520,443899008,60.991753,52.592987,16.97,19.68,977.5004,896.3352
COTY,5.71,5.42,13.3,4979080192,871993024,nan,9.209678,0.0,0.62,6.9414,8.65625
COUR,8.03,6.29,16.445,1271952000,158400000,nan,23.617645,-0.51,0.34,8.4242,7.89875
CP,77.41,70.89,91.58,72262238208,933500032,27.548044,21.502779,2.81,3.6,76.0272,79.17575
CPA,94.78,80.01,114.0,3902376960,30234800,6.509615,5.6383104,14.56,16.81,90.5612,93.849
CPAY,363.84,247.1,400.81,25363650560,69711000,26.025751,16.403967,13.98,22.18,363.2276,320.30884
CPB,40.59,36.92,52.81,12100244480,298108992,22.180328,11.903226,1.83,3.41,40.0008,45.1744
CPK,124.25,98.25,134.2,2816474112,22667800,25.254065,19.88,4.92,6.25,122.5442,118.36285
CPNG,24.82,15.805,26.91,44647706624,1624060032,43.54386,52.80851,0.57,0.47,23.1798,23.1088
CPRI,21.3,18.7,47.17,2511482880,117910000,nan,9.770641,-8.57,2.18,22.5752,30.3934
CPRT,56.59,48.05,64.38,54526050304,963528000,37.979866,32.522987,1.49,1.74,58.476,54.92495
CPRX,21.62,13.7,24.64,2578682368,119273000,18.322035,14.317882,1.18,1.51,22.2064,19.59065
CPT,119.89,92.26,127.69,13011302400,108527000,79.92667,74.00617,1.5,1.62,115.6656,115.82795
CQP,62.05,45.51,66.47,30035177472,484048000,14.599999,14.430232,4.25,4.3,58.7428,52.1738
CR,165.03,121.035,188.52,9445013504,57232100,35.876087,28.018677,4.6,5.89,162.676,156.2823
CRAI,200.99,111.2,214.01,1365035648,6791560,29.864786,26.136541,6.73,7.69,187.603,178.4152
CRBG,32.7,23.77,34.66,18181070848,555996032,8.790322,5.818506,3.72,5.62,31.6134,30.0483
CRC,47.35,43.09,60.41,4326511616,91373000,6.745014,10.569196,7.02,4.48,51.4458,51.4545
CRCT,5.99,4.43,8.4,1284537472,53395800,20.655172,20.655172,0.29,0.29,5.7802,6.0569
CRDO,66.78,16.82,86.69,11168221184,167239008,nan,86.72727,-0.14,0.77,72.1028,42.137024
CRGY,14.26,9.88,16.94,3685825024,192524992,64.818184,7.8784533,0.22,1.81,15.028,12.9125
CRH,100.34,71.18,110.97,67863855104,676339008,20.108217,16.530478,4.99,6.07,98.2064,89.47845
CRI,52.05,49.65,88.03,1875819520,36038800,8.27504,10.389221,6.29,5.01,53.6394,60.642
CRK,19.54,7.74,22.06,5710779904,292260992,nan,44.409092,-0.76,0.44,18.346,13.05735
CRL,163.02,150.79,275.0,8337103872,51141600,858.00006,15.857978,0.19,10.28,175.453,198.39224
CRM,309.8,212.0,369.0,296478572544,957000000,50.953945,27.83468,6.08,11.13,336.657,288.918
CRNX,37.46,34.07,62.53,3473950464,92737600,nan,-9.704663,-3.7,-3.86,44.7386,50.1166
CROX,107.6,88.25,165.32,6031647232,56056200,6.780088,8.182509,15.87,13.15,105.836,126.775
CRS,195.19,62.99,213.65,9749467136,49948600,36.8283,24.92848,5.3,7.83,188.3224,151.0472
CRSP,47.91,36.52,90.62,4109456128,85774496,nan,-9.505953,-4.34,-5.04,42.8065,49.493076
CRTO,41.85,32.0,49.93,2271508992,54277400,22.026316,9.687499,1.9,4.32,40.8295,40.778526
CRUS,109.07,81.3,147.46,5796514304,53144900,19.83091,16.376877,5.5,6.66,103.1804,117.0059
CRVL,108.54,76.19667,128.61,5574516736,51359100,64.22485,nan,1.69,nan,114.87067,103.119064
CRWD,406.68,200.81,455.59,100169760768,246311008,782.07697,95.24122,0.52,4.27,382.3755,330.5199
CSAN,5.14,4.95,14.81,2388357376,464660992,6.1190476,20.56,0.84,0.25,5.493,8.4111
CSCO,63.98,44.5,66.5,254530994176,3978289920,28.061403,16.405128,2.28,3.9,60.3804,53.08655
CSGP,76.79,68.26,100.38,31493576704,410126016,225.85294,68.5625,0.34,1.12,74.3138,76.57775
CSGS,64.01,39.56,65.53,1846944640,28854000,21.125414,14.068131,3.03,4.55,55.5734,48.6286
CSL,334.82,332.34,481.26,14918943744,44558100,18.236383,14.665791,18.36,22.83,382.8596,414.5454
CSQ,17.98,15.22,18.55,2883452416,160370000,3.3482308,nan,5.37,nan,18.1108,17.2931
CSR,64.1,20.1,76.16,1134993024,16726600,nan,-168.6842,-1.27,-0.38,63.8488,69.03215
CSTM,10.43,9.04,23.2,1525554432,146266000,14.900001,7.1438355,0.7,1.46,10.3122,15.0254
CSWC,23.26,20.68,27.23,1176532736,50581800,16.614286,9.532786,1.4,2.44,22.3228,24.43235
CSWCZ,25.56,24.86,26.39,nan,nan,nan,nan,nan,nan,25.7354,25.78458
CSWI,302.16,221.1,436.5,5071181312,16783100,36.31731,32.21322,8.32,9.38,356.8237,331.41458
CSX,32.3,31.43,40.12,62287962112,1928419968,18.044693,15.91133,1.79,2.03,32.7826,33.74365
CTAS,204.43,154.155,228.12,82496495616,403544000,49.379227,43.681625,4.14,4.68,198.6348,195.52162
CTOS,4.62,3.03,6.56,1040835136,225288992,nan,154.0,-0.17,0.03,4.995,4.49335
CTRA,28.14,22.3,29.95,20723562496,736444992,17.054544,12.077253,1.65,2.33,26.9348,25.8687
CTRE,24.93,22.46,33.15,4678413824,187662000,31.1625,18.74436,0.8,1.33,26.994,27.90275
CTRI,18.63,14.47,28.645,1649081088,88517504,nan,26.614285,-2.42,0.7,20.9908,20.27985
CTS,45.8,42.63,59.68,1379289856,30115500,24.232803,19.324896,1.89,2.37,51.2998,50.601
CTSH,84.87,63.79,90.82,41978060800,494616000,18.818182,17.008017,4.51,4.99,81.0626,75.48475
CTVA,62.76,50.01,66.24,43025489920,685555968,51.44262,19.551401,1.22,3.21,60.7466,57.3246
CUBE,41.81,39.8,55.14,9506966528,226152992,23.488766,23.488766,1.78,1.78,42.595,46.51815
CUBI,53.27,42.31,68.49,1669828096,31346500,10.465619,8.675896,5.09,6.14,52.4882,50.55235
CUK,21.05,12.5,26.14,28823554048,144811008,14.618054,12.529762,1.44,1.68,23.36,18.40075
CURB,24.36,18.8,25.69,2558871808,105044000,406.00003,55.36364,0.06,0.44,23.9064,23.6719
CUZ,30.09,21.58,32.55,5045641216,167660000,100.299995,120.36,0.3,0.25,30.3084,27.949
CVBF,19.82,15.71,24.58,2768655872,139690000,13.763888,14.157143,1.44,1.4,21.1828,19.12645
CVCO,520.73,331.08,544.08,4172687360,8013150,25.639093,22.243912,20.31,23.41,482.5354,424.11935
CVE,14.59,13.76,21.9,26577582080,1821629952,12.470086,9.412904,1.17,1.55,15.0062,17.42205
CVI,20.35,15.6,38.07,2045805952,100531000,339.1667,96.90477,0.06,0.21,19.2194,23.07535
CVLT,170.61,93.48,190.11,7506430464,43997600,44.77953,43.746155,3.81,3.9,165.0618,145.99506
CVNA,223.3,66.45,292.84,26114265088,116947000,140.44025,95.02128,1.59,2.35,236.6672,179.2223
CVS,63.48,43.56,80.75,80035586048,1260800000,17.344261,9.796296,3.66,6.48,52.3916,57.0512
CVX,156.92,135.37,167.11,275394592768,1755000064,16.144032,14.213768,9.72,11.04,152.4234,153.0164
CW,316.2,234.37,393.4,11907713024,37658800,30.000002,26.728657,10.54,11.83,355.2522,321.6527
CWAN,31.26,15.62,35.71,7771361280,213707008,18.607143,58.981136,1.68,0.53,28.1804,24.5698
CWEN,27.43,20.63,30.92,5424858624,82831600,26.63107,nan,1.03,nan,26.2296,27.14835
CWH,20.34,17.29,28.72,1222956800,60125700,nan,21.1875,-0.66,0.96,22.4012,21.737
CWK,11.64,9.24,16.11,2673672960,229696992,20.785715,9.864408,0.56,1.18,13.4008,12.70595
CWST,113.99,86.41,116.31,7222235136,62370300,495.60867,109.605774,0.23,1.04,108.1406,103.9001
CWT,45.77,41.64,56.25,2722093056,59473300,13.228324,19.900002,3.46,2.3,45.2838,50.1854
CX,6.53,5.0,9.27,9473920000,1450829952,10.704918,8.945206,0.61,0.73,5.89,6.2196
CXM,8.87,6.91,14.315,2256377344,138048000,59.13333,21.119047,0.15,0.42,8.8788,8.93005
CXT,58.12,52.89,67.01,3323196928,57178200,18.219435,13.179138,3.19,4.41,61.0674,59.1938
CXW,18.02,10.74,24.99,1979695232,109861000,29.064516,21.452383,0.62,0.84,20.9816,16.3072
CYBR,383.29,223.407,421.0,18892978176,49291600,nan,113.064896,-2.13,3.39,351.7666,292.32703
CYTK,50.26,40.53,81.36,5931383296,118014000,nan,-9.324676,-5.38,-5.39,47.6216,53.0095
CZR,35.34,30.784,45.93,7509043200,212480000,nan,26.373135,-1.68,1.34,35.0272,37.51735
D,57.43,44.17,61.97,48241774592,840009984,26.104546,16.991123,2.2,3.38,54.5454,54.88925
DAC,84.72,69.33,98.25,1637917184,19333300,2.9325027,3.081848,28.89,27.49,79.7804,83.72005
DAL,60.0,37.29,69.98,38757720064,645961984,11.257036,8.5470085,5.33,7.02,64.294,53.58715
DAN,15.71,7.58,16.9,2277855744,144994000,nan,13.427351,-0.39,1.17,13.6358,11.8368
DAR,39.22,32.55,48.39,6237862912,159048000,22.67052,13.117057,1.73,2.99,36.1896,38.0602
DASH,199.94,99.32,215.245,83993993216,394484992,714.0714,112.32584,0.28,1.78,181.652,144.1548
DAVA,26.02,23.28,68.29,1547003520,45383900,173.46666,12.631068,0.15,2.06,31.5626,29.2045
DAVE,100.9,20.5,125.0,1282176640,11193300,33.081966,100.9,3.05,1.0,94.8851,57.09075
DAWN,12.43,11.13,18.07,1253515776,100846000,nan,-11.098214,-0.97,-1.12,12.458,13.82295
DAY,64.65,47.08,82.69,10279350272,159000000,587.7273,29.253393,0.11,2.21,71.576,62.9504
DB,20.3,13.22,20.96,39461171200,1943900032,10.201005,7.122807,1.99,2.85,18.548,17.0177
DBD,44.41,30.37,51.81,1668781184,37576700,nan,9.008114,-0.44,4.93,44.3686,42.9162
DBRG,12.16,10.035,19.49,2267584768,174023008,13.511111,30.4,0.9,0.4,11.1636,12.98305
DBX,26.73,20.68,33.33,8069867520,224976992,15.450867,10.441406,1.73,2.56,30.917,25.93065
DCBO,39.31,33.81,56.41,1188282368,30228500,68.96491,38.53922,0.57,1.02,44.2929,42.668674
DCI,68.79,66.01,78.95,8215245824,119425000,19.997093,17.240602,3.44,3.99,69.8264,72.5867
DCOM,30.59,17.29,37.6,1334396928,43622000,55.61818,11.765385,0.55,2.6,31.9366,26.9762
DCOMG,26.08,25.05,27.64,nan,nan,nan,nan,nan,nan,26.6928,26.575287
DD,81.65,68.21,90.06,34133700608,418048992,46.129944,18.59909,1.77,4.39,78.1418,80.86545
DDOG,119.64,98.8,170.08,41008283648,317256992,230.07693,58.935963,0.52,2.03,144.7529,127.65245
DDS,482.5,328.0,509.41,7673776640,11918000,12.445189,18.458302,38.77,26.14,461.2024,415.7815
DE,489.98,340.2,515.05,133446549504,272351008,21.718973,22.101038,22.56,22.17,451.4504,406.02563
DEA,10.79,10.45,14.525,1149911936,105669000,63.47059,41.5,0.17,0.26,11.2542,12.5365
DECK,146.57,131.395,223.98,22245517312,151774000,23.755268,23.045599,6.17,6.36,195.633,169.71758
DEI,16.11,12.5,20.5,3195096320,167446000,123.92309,-84.789474,0.13,-0.19,18.026,16.4641
DELL,117.6,86.93,179.7,82050113536,358574016,20.81416,12.510638,5.65,9.4,113.6032,123.37305
DEO,110.52,105.72,154.71,61398605824,555542976,17.108358,15.392757,6.46,7.18,120.034,127.97675
DESP,19.28,8.51,19.55,1612074112,83613800,241.00002,18.538464,0.08,1.04,18.6016,14.7482
DFH,21.31,20.54,44.38,1991977728,34250100,7.056291,6.342262,3.02,3.36,24.1274,28.845
DFIN,48.51,47.936,71.01,1387827456,28609100,15.852941,11.948276,3.06,4.06,62.5526,62.9392
DFS,194.34,118.74,205.76,48839782400,251311008,10.973462,15.314421,17.71,12.69,186.003,151.4511
DG,76.69,66.43,168.07,16866125824,219926000,12.655116,12.329583,6.06,6.22,74.0556,98.49765
DGII,33.66,20.17,37.07,1242027008,36899200,35.0625,15.952607,0.96,2.11,31.8592,28.4306
DGX,172.24,123.66,172.91,19052328960,110615000,22.39792,17.647541,7.69,9.76,157.36,151.05756
DHCNI,14.68,12.37,17.46,nan,nan,nan,nan,nan,nan,14.9058,14.7242
DHCNL,16.43,16.12,16.4718,nan,nan,nan,nan,nan,nan,nan,nan
DHI,125.98,124.23,199.85,40418037760,320828992,8.915782,7.908349,14.13,15.93,141.0734,160.88486
DHR,210.23,196.8,281.7,151176396800,719100032,39.816284,25.08711,5.28,8.38,227.7752,250.8762
DHT,10.84,8.67,12.8,1734215808,159983008,9.678572,6.452381,1.12,1.68,10.32,10.94085
DINO,36.3,33.47,64.16,6839137792,188406000,39.890106,11.597444,0.91,3.13,36.316,45.0463
DIOD,56.12,50.26,86.74,2600258304,46333900,59.073685,21.338402,0.95,2.63,60.263,66.0153
DIS,108.66,83.91,123.74,196434460672,1807789952,35.279224,21.09903,3.08,5.15,111.3064,101.40505
DJT,26.99,11.75,79.38,5939554304,220064992,nan,nan,-2.36,nan,34.1169,32.00575
DJTWW,17.75,6.53,44.83,5668196352,0,nan,nan,-0.43,nan,23.70521,20.796524
DK,16.66,15.36,33.6,1074569984,64500000,nan,-6.912863,-5.65,-2.41,18.216,20.6549
DKL,40.02,37.02,46.5,2147765248,53667300,14.19149,16.886078,2.82,2.37,41.9318,40.6093
DKNG,45.57,28.69,53.61,22327293952,489956000,nan,79.94737,-1.05,0.57,41.394,39.0843
DKS,224.64,168.81,254.6,18302453760,57904000,16.06867,15.157895,13.98,14.82,231.5564,215.51585
DLB,81.57,66.35,89.66,7861480448,61206300,30.211111,21.409449,2.7,3.81,80.5578,77.3675
DLO,12.6,6.575,18.27,3593217792,151122000,31.5,22.105265,0.4,0.57,12.1551,9.732925
DLR,165.36,135.54,198.0,56680779776,336636992,102.07407,136.66115,1.62,1.21,175.1396,162.54315
DLTR,74.96,60.49,151.22,16119323648,215039008,nan,12.369637,-4.7,6.06,72.937,85.3843
DLX,17.03,17.01,24.87,753955584,44272200,14.432204,5.053413,1.18,3.37,21.866,21.4166
DMLP,31.21,28.41,35.74,1477475072,47339800,11.146428,nan,2.8,nan,32.597,31.7903
DNB,9.43,8.775,12.945,4163826176,441551008,nan,8.495496,-0.07,1.11,11.7528,11.17135
DNLI,20.73,14.56,33.33,2983503104,143922000,nan,-7.538182,-2.76,-2.75,21.9852,23.6756
DNN,1.54,1.4,2.47,1380576128,892617984,nan,-38.5,-0.02,-0.04,1.9122,1.9629
DNOW,17.43,11.42,18.449,1842124416,105687000,23.554054,20.750002,0.74,0.84,14.2616,13.6408
DNUT,9.15,8.34,17.84,1555499904,170000000,57.1875,28.59375,0.16,0.32,9.2818,10.67135
DOC,19.74,16.02,23.26,13809432576,699566016,54.833332,78.96,0.36,0.25,20.3284,20.9565
DOCN,39.3,26.63,47.02,3626694400,92282304,45.697674,21.243242,0.86,1.85,38.8412,37.5771
DOCS,72.37,22.96,85.21,13579289600,133502000,72.37,60.815125,1.0,1.19,59.2008,41.78615
DOCU,83.96,48.7,107.86,16961851392,202023008,17.419086,22.753387,4.82,3.69,92.8012,69.3541
DOLE,13.64,11.03,17.12,1295963776,95012000,7.535912,9.605635,1.81,1.42,13.625,14.30035
DOOO,40.92,40.5501,75.59,2973938432,34490800,19.578947,10.601036,2.09,3.86,49.4034,58.59535
DORM,123.59,81.24,146.6,3771657728,30517500,20.701843,16.413013,5.97,7.53,130.5346,113.69825
DOV,200.54,162.45,222.31,27519098880,137224992,19.875122,21.31137,10.09,9.41,196.434,188.96265
DOW,39.51,36.66,60.69,27808401408,703832000,25.165604,12.70418,1.57,3.11,39.9408,49.40805
DOX,88.0,74.41,94.04,9870344192,112163000,20.370369,12.51778,4.32,7.03,86.1696,84.72255
DPZ,462.37,396.06,542.75,15966560256,34532000,28.401104,26.211452,16.28,17.64,443.3008,453.3061
DQ,21.78,13.62,30.85,1432252800,65760000,nan,-17.015625,-1.68,-1.28,19.2686,18.72625
DRH,8.22,7.74,10.0,1715736064,207592000,28.34483,17.489363,0.29,0.47,9.004,8.70325
DRI,191.21,135.87,201.94,22399678464,117147000,21.877575,18.107008,8.74,10.56,185.5954,162.76915
DRS,28.85,19.88,37.99,7647124992,265064992,36.0625,27.476192,0.8,1.05,33.9,29.4804
DRVN,14.92,10.59,17.446,2448580864,164114000,nan,11.936,0.0,1.25,16.1802,14.27535
DSGR,28.83,28.01,41.47,1350336640,46837900,1441.5,16.859648,0.02,1.71,34.1396,35.0312
DSGX,111.87,84.83,124.31,9569293312,85539400,70.803795,57.07653,1.58,1.96,116.384,105.26875
DSL,12.7,11.85,13.24,1415834112,111483000,5.0396824,nan,2.52,nan,12.6746,12.69295
DSP,21.01,7.77,26.33,1320516352,16048000,262.625,131.3125,0.08,0.16,20.8129,13.725875
DT,59.88,39.42,63.0,17925079040,299350016,37.425,39.920002,1.6,1.5,56.1958,51.03
DTB,18.62,17.53,21.9,nan,nan,nan,nan,nan,nan,18.80992,19.785086
DTE,131.99,103.06,132.8799,27353872384,207242000,19.496307,18.306519,6.77,7.21,121.7756,120.37925
DTG,18.42,17.71,22.05,nan,nan,nan,nan,nan,nan,18.77,19.89914
DTM,98.52,56.155,114.5,9982538752,101325000,23.9708,22.390907,4.11,4.4,102.6208,84.6289
DTW,22.64,21.316,25.17,4061479936,179394000,3.7157393,nan,6.093,nan,22.45858,23.410604
DUK,115.55,90.09,121.25,89666805760,776000000,20.27193,18.225552,5.7,6.34,110.12,110.04405
DUKB,24.68,23.3,25.5,nan,nan,nan,nan,nan,nan,24.2798,24.76115
DUOL,385.35,145.05,441.765,16949466112,37897500,212.90056,127.59934,1.81,3.02,356.0813,266.09818
DV,21.68,16.115,43.0,3634977024,167664992,57.05263,47.130436,0.38,0.46,20.4912,19.39515
DVA,142.4,122.65,179.6,11392000000,80000000,13.271202,12.635314,10.73,11.27,161.2592,152.18715
DVAX,13.33,9.74,14.05,1752295168,131455000,88.86666,37.027775,0.15,0.36,12.8282,11.76635
DVN,37.49,30.39,55.09,24314290176,648553984,8.221492,8.405829,4.56,4.46,34.4432,41.35915
DXC,19.56,14.79,24.83,3541318144,181048992,nan,6.0,-0.3,3.26,20.8976,20.01275
DXCM,88.78,62.34,142.0,34692739072,390772000,62.52113,43.73399,1.42,2.03,82.9328,87.74125
DXPE,89.91,34.63,107.06,1411128576,15694900,23.17268,20.86079,3.88,4.31,91.9616,62.84965
DY,171.49,118.0,207.2,5003375104,29175900,22.564474,18.360813,7.6,9.34,182.8262,180.0308
DYN,14.01,13.07,47.45,1425741696,101766000,nan,-4.433544,-3.58,-3.16,19.1806,30.879
E,29.07,26.12,33.78,44448612352,1529020032,18.0559,8.549999,1.61,3.4,28.0676,30.16285
EA,130.95,115.21,168.5,34127927296,260618000,33.32061,15.3517,3.93,8.53,139.888,143.56184
EAI,21.43,21.36,83.13,1006785728,46980200,6.2770944,nan,3.414,nan,83.13,83.13
EAT,144.87,43.37,192.22,6433227264,44406900,25.15104,23.366129,5.76,6.2,149.0684,97.1693
EBAY,69.39,43.12,71.52,33237809152,479000000,17.47859,13.293104,3.97,5.22,65.52,59.98515
EBC,17.74,12.22,19.395,3499197184,197248992,26.878786,13.646154,0.66,1.3,17.8536,16.252926
EBR,6.59,5.45,8.95,15077723136,1974790016,8.558442,9.152778,0.77,0.72,5.967,6.6776
EC,10.43,7.21,12.9,21442308096,2055830016,5.189055,5.9261365,2.01,1.76,8.7272,9.64915
ECCC,23.05,21.62,24.89,nan,nan,12.637061,nan,1.824,nan,23.05858,22.90781
ECCF,25.01,24.48,25.55,nan,nan,nan,nan,nan,nan,25.02836,24.940544
ECCV,22.9756,22.17,23.3,nan,nan,nan,nan,nan,nan,22.85742,22.83353
ECCW,24.15,23.06,25.21,nan,nan,nan,nan,nan,nan,23.92832,24.37428
ECCX,24.86,24.001,25.38,449734816,18090700,12.216216,nan,2.035,nan,24.70336,24.68609
ECG,43.56,40.05,77.933,2220728064,50980900,15.5017805,nan,2.81,nan,66.6178,64.098976
ECL,264.69,217.05,268.0,74950148096,283161984,35.865852,35.292,7.38,7.5,245.0256,244.52036
ECPG,49.72,39.64,51.77,1177931520,23691300,nan,6.6648793,-7.83,7.46,48.7668,46.9216
ED,98.26,85.85,107.75,34042961920,346457984,18.75191,17.483986,5.24,5.62,92.2378,96.72235
EDN,36.76,13.78,51.69,1899881728,20589700,14.19305,29.645159,2.59,1.24,40.7486,26.66605
EDR,30.75,23.14,35.99,9476412416,308176000,nan,13.085107,-0.59,2.35,31.2668,28.72635
EDU,52.35,44.46,98.2,8560742400,163528992,22.76087,12.118054,2.3,4.32,56.5994,66.79535
EE,28.35,13.385,32.99,3013151488,24263100,28.35,22.68,1.0,1.25,30.5304,23.39315
EEFT,101.39,91.07,117.66,4454224896,43931600,15.71938,10.452578,6.45,9.7,101.218,103.2135
EFC,13.1,10.88,13.46,1187668224,90661696,10.15504,8.1875,1.29,1.6,12.4414,12.4949
EFSC,59.25,37.28,63.13,2191538944,36988000,12.267081,13.050661,4.83,4.54,58.2996,50.87355
EFX,238.03,213.02,309.63,29504294912,123952000,49.07835,25.295431,4.85,9.41,259.5006,265.24036
EFXT,8.97,4.6,10.61,1112683648,124045000,nan,13.800001,-0.64,0.65,9.7354,6.97475
EG,337.14,327.37,407.3,14489805824,42978600,10.605222,5.0720625,31.79,66.47,354.5392,374.29315
EHC,97.53,73.68,104.55,9826147328,100750000,21.721605,20.403765,4.49,4.78,96.6198,92.74215
EIG,48.95,38.67,54.44,1209853056,24716100,9.218456,13.158603,5.31,3.72,50.0348,47.36045
EIX,52.17,49.06,88.77,20197615616,387150016,15.254385,9.152632,3.42,5.7,66.1118,76.84735
EL,71.8,62.29,159.54,25827538944,234172992,nan,26.592594,-1.94,2.7,75.692,91.9846
ELAN,11.02,10.77,18.8,5447770112,494352992,26.87805,11.723405,0.41,0.94,11.9074,13.9266
ELC,21.35,20.5,23.45,nan,nan,nan,nan,nan,nan,21.47714,22.06922
ELF,74.92,63.5,221.83,4225382912,56398600,44.862274,17.38283,1.67,4.31,113.4902,141.4171
ELME,17.08,12.74,18.49,1503540352,88029296,nan,-155.27272,-0.15,-0.11,15.403,16.2848
ELP,7.1,5.72,8.34,5051749376,417996000,12.24138,9.7260275,0.58,0.73,6.324,6.95025
ELPC,6.35,5.04,7.5,5065115648,323544992,10.948276,nan,0.58,nan,5.63544,6.163805
ELS,66.05,59.82,76.6,13220569088,191056992,33.698982,33.698982,1.96,1.96,66.6066,67.8277
ELV,385.1,362.21,567.26,89313550336,231923008,14.990269,11.018598,25.69,34.95,385.8634,473.83884
ELVN,21.8,10.9,30.03,1065130496,48859200,nan,-9.198313,-1.89,-2.37,22.5155,23.744425
EMBC,14.1,9.925,21.48,819695040,58134400,14.242425,6.211454,0.99,2.27,18.9087,15.408725
EME,404.35,260.63,545.29,18600949760,46002100,20.567142,18.12416,19.66,22.31,468.5882,423.38745
EMN,98.72,85.28,114.5,11369384960,115168000,12.870926,11.347127,7.67,8.7,95.1054,100.05495
EMP,21.29,7.63,21.295,184506816,8666360,1.6077633,21.29,13.242,1.0,7.68,7.68
EMR,121.85,96.62,134.85,68711219200,563900032,34.227528,19.280062,3.56,6.32,125.9262,115.42195
ENB,41.78,32.85,45.78,91040702464,2179049984,25.32121,19.523363,1.65,2.14,43.2616,40.01675
ENFN,11.5,7.83,11.8,1089849344,94769504,287.5,39.655174,0.04,0.29,10.7868,9.4127
ENIC,3.38,2.51,3.43,4675655680,1383330048,5.728814,0.015289967,0.59,221.06,3.0008,2.8511
ENJ,21.4705,20.35,24.59,181122992,8435900,3.5700867,nan,6.014,nan,21.3664,22.08825
ENLT,17.82,14.09,18.48,2127761408,118787000,49.499996,42.428574,0.36,0.42,16.65878,16.415955
ENO,22.36,21.91,25.32,188626736,8435900,nan,nan,nan,nan,22.67658,23.45614
ENOV,42.71,38.27,63.96,2428456448,56859200,nan,13.515822,-2.21,3.16,45.3524,45.26925
ENPH,64.85,58.33,141.63,8590744576,132471000,86.46667,17.718578,0.75,3.66,67.4952,95.01385
ENR,30.87,26.918,39.515,2228564224,72191904,39.07595,8.745043,0.79,3.53,34.4024,31.93245
ENS,102.1,88.5,112.53,4025649664,39428500,12.667493,10.702306,8.06,9.54,95.7714,99.4127
ENSG,126.34,113.27,158.45,7258914816,57455400,24.675781,20.576548,5.12,6.14,135.9396,137.6156
ENTG,104.09,94.92,147.57,15730809856,151127008,53.932644,27.10677,1.93,3.84,103.683,114.3979
ENVA,102.75,57.46,117.56,2650292480,25793600,13.829072,9.461327,7.43,10.86,105.1036,84.95075
ENVX,10.72,5.7,18.68,2042792576,190559008,nan,-16.242424,-1.27,-0.66,10.9487,11.101125
EOG,133.08,109.06,139.67,74850844672,562449984,10.74092,12.03255,12.39,11.06,128.1992,126.99345
EOSE,4.48,0.61,6.64,976245760,217912000,nan,-4.036036,-2.46,-1.11,4.9784,2.766335
EPAC,45.46,32.07,51.91,2473032960,54400200,28.955412,22.394089,1.57,2.03,44.5368,42.18815
EPAM,208.84,169.43,317.5,11876521984,56869000,26.671776,18.663092,7.83,11.19,245.155,212.58505
EPC,30.75,26.65,41.5,1483032576,48228700,16.711956,8.836206,1.84,3.48,32.9858,36.58715
EPD,33.34,27.26,34.63,72267112448,2167579904,12.394052,11.698246,2.69,2.85,32.5922,30.2009
EPR,49.43,39.66,50.26,3743408384,75731504,21.306036,18.444029,2.32,2.68,45.927,45.02635
EPRT,31.88,23.58,34.879,6001250304,187691008,27.721739,25.102362,1.15,1.27,31.6906,30.8841
EQH,51.37,32.96,56.0,15919562752,309900000,13.589947,7.1051173,3.78,7.23,50.5014,44.43415
EQIX,919.68,684.14,994.03,89514295296,97332000,108.70922,68.73543,8.46,13.38,935.6108,857.915
EQNR,23.24,21.85,29.32,63220932608,2720349952,7.472669,8.097561,3.11,2.87,23.8364,25.62775
EQR,71.56,58.81,78.83,28006363136,379704992,26.308823,42.343193,2.72,1.69,70.7502,71.1359
